text_raw,text_clean,intent,category,emotion,emotion_score,confidence_label,source,language,multi_category,alt_category,created_at
learning platform subscription,learning platform subscription,education,education,happy,0.56,0.91,manual,english,False,,2024-12-16
learning platform subscription,learning platform subscription,education,education,happy,0.69,0.82,sms,hinglish,False,,2024-03-01
took rapido bike,took rapido bike,commute,cab,impulsive,-0.33,0.97,sms,english,False,,2024-01-27
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,neutral,0.04,0.93,sms,english,True,fuel,2024-07-26
weekend outing,weekend outing,entertainment,entertainment,casual,0.21,0.85,sms,english,False,,2024-06-12
dog grooming,dog grooming,pet_care,medical,happy,0.69,0.96,manual,english,False,,2024-01-23
movie night,movie night,entertainment,entertainment,neutral,0.03,0.89,sms,english,False,,2024-03-25
doctor visit,doctor visit,health,medical,regret,-0.51,0.88,manual,hinglish,False,,2024-04-28
weekend outing,weekend outing,entertainment,entertainment,care,0.39,0.98,manual,hinglish,False,,2024-12-24
weekend outing,weekend outing,entertainment,entertainment,impulsive,-0.32,0.97,sms,english,False,,2024-11-03
electricity bill paid,electricity bill paid,bill_payment,mobile_bill,stress,-0.6,0.96,sms,hinglish,False,,2024-10-24
book purchase,book purchase,education,education,neutral,-0.03,0.86,sms,hinglish,False,,2024-02-22
shopping mall visit,shopping mall visit,shopping,shopping,anxiety,-0.68,0.84,manual,hinglish,False,,2025-02-26
book purchase,book purchase,education,education,anxiety,-0.8,0.83,manual,hinglish,False,,2024-05-06
online course fee,online course fee,education,education,anxiety,-0.81,0.92,sms,hinglish,False,,2024-10-08
food delivery after work,food delivery after work,food_order,groceries,anxiety,-0.82,0.99,sms,english,False,,2025-04-12
internet bill cleared,internet bill cleared,bill_payment,rent,neutral,0.13,0.9,sms,hinglish,False,,2025-03-14
doctor visit,doctor visit,health,medical,neutral,-0.0,0.83,sms,english,False,,2025-01-19
dog grooming,dog grooming,pet_care,medical,happy,0.61,0.95,sms,english,False,,2024-09-26
swiggy dinner order,swiggy dinner order,food_order,groceries,impulsive,-0.3,0.97,manual,english,False,,2024-09-11
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,stress,-0.6,0.85,manual,hinglish,False,,2025-05-08
gaming subscription,gaming subscription,entertainment,entertainment,casual,0.31,0.92,sms,hinglish,False,,2025-02-28
electricity bill paid,electricity bill paid,bill_payment,electricity,casual,0.18,0.85,sms,english,False,,2024-02-15
health checkup,health checkup,health,medical,impulsive,-0.44,0.92,manual,hinglish,False,,2024-08-16
shopping mall visit,shopping mall visit,shopping,shopping,happy,0.7,0.97,manual,hinglish,False,,2025-02-22
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,stress,-0.52,0.88,sms,hinglish,False,,2025-05-01
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,stress,-0.56,0.84,sms,hinglish,False,,2024-11-25
ola cab to office,ola cab to office,commute,cab,happy,0.61,0.93,manual,hinglish,False,,2024-12-13
spotify subscription,spotify subscription,subscription,subscription,stress,-0.61,0.97,sms,english,False,,2024-03-01
movie night,movie night,entertainment,entertainment,casual,0.24,0.92,sms,english,False,,2024-03-29
weekend outing,weekend outing,entertainment,entertainment,casual,0.28,0.83,sms,hinglish,False,,2024-08-02
car service today,car service today,vehicle_maintenance,vehicle_repair,anxiety,-0.78,0.91,manual,hinglish,False,,2024-10-01
late night food craving,late night food craving,food_order,dining,stress,-0.45,0.92,sms,hinglish,False,,2024-10-11
ate outside today,ate outside today,food_order,groceries,anxiety,-0.85,0.9,sms,english,False,,2025-03-16
online course fee,online course fee,education,education,casual,0.24,0.9,manual,english,False,,2024-01-31
impulse shopping again 😐,impulse shopping again,shopping,shopping,neutral,0.02,0.88,sms,english,False,,2024-10-08
learning platform subscription,learning platform subscription,education,education,regret,-0.58,0.9,manual,english,False,,2024-12-13
internet bill cleared,internet bill cleared,bill_payment,rent,care,0.4,0.83,sms,hinglish,False,,2024-07-16
unplanned purchase,unplanned purchase,shopping,shopping,happy,0.7,0.85,sms,hinglish,False,,2024-01-26
doctor visit,doctor visit,health,medical,impulsive,-0.45,0.89,manual,english,False,,2025-04-12
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,regret,-0.66,0.96,manual,hinglish,True,vehicle_repair,2024-02-08
exam registration,exam registration,education,education,regret,-0.61,0.88,manual,hinglish,False,,2024-10-10
book purchase,book purchase,education,education,neutral,0.04,0.85,manual,hinglish,False,,2024-03-26
ordered food again 😩,ordered food again,food_order,groceries,regret,-0.67,0.82,sms,hinglish,False,,2024-12-29
ate outside today,ate outside today,food_order,dining,neutral,0.02,0.83,sms,english,False,,2025-02-26
doctor visit,doctor visit,health,medical,casual,0.19,0.88,sms,english,False,,2024-10-03
spotify subscription,spotify subscription,subscription,subscription,regret,-0.5,0.84,manual,english,False,,2024-02-19
netflix renewal,netflix renewal,subscription,subscription,impulsive,-0.44,0.91,manual,english,False,,2025-04-29
medicines bought,medicines bought,health,medical,impulsive,-0.26,0.93,sms,hinglish,False,,2024-02-23
learning platform subscription,learning platform subscription,education,education,stress,-0.58,0.93,sms,hinglish,False,,2024-05-30
auto ride home,auto ride home,commute,cab,anxiety,-0.83,0.94,manual,english,False,,2024-08-30
vet consultation,vet consultation,pet_care,medical,care,0.42,0.97,sms,english,False,,2024-04-04
health checkup,health checkup,health,medical,stress,-0.6,0.85,sms,english,False,,2024-11-15
concert ticket,concert ticket,entertainment,entertainment,casual,0.19,0.99,manual,english,False,,2024-08-27
exam registration,exam registration,education,education,stress,-0.5,0.91,sms,hinglish,False,,2025-03-24
internet bill cleared,internet bill cleared,bill_payment,electricity,anxiety,-0.82,0.93,manual,hinglish,False,,2024-07-10
doctor visit,doctor visit,health,medical,happy,0.61,0.85,manual,english,False,,2024-03-15
cat food purchase,cat food purchase,pet_care,pet_supplies,stress,-0.45,0.85,sms,hinglish,False,,2024-03-01
netflix renewal,netflix renewal,subscription,subscription,care,0.26,0.82,manual,hinglish,False,,2024-07-09
doctor visit,doctor visit,health,medical,neutral,0.09,0.86,sms,english,False,,2024-06-16
concert ticket,concert ticket,entertainment,entertainment,happy,0.69,0.94,sms,english,False,,2025-02-06
app premium plan,app premium plan,subscription,subscription,happy,0.59,0.91,manual,hinglish,False,,2025-04-04
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,care,0.44,0.9,manual,hinglish,False,,2024-06-25
internet bill cleared,internet bill cleared,bill_payment,mobile_bill,anxiety,-0.83,0.96,manual,hinglish,False,,2024-08-12
ate outside today,ate outside today,food_order,dining,anxiety,-0.77,0.88,manual,english,False,,2024-10-04
internet bill cleared,internet bill cleared,bill_payment,electricity,impulsive,-0.35,0.94,sms,english,False,,2024-07-27
late night food craving,late night food craving,food_order,groceries,regret,-0.51,0.88,sms,hinglish,False,,2024-11-20
netflix renewal,netflix renewal,subscription,subscription,anxiety,-0.71,0.95,sms,english,False,,2024-12-17
junk food again 😐,junk food again,food_order,groceries,impulsive,-0.29,0.88,manual,hinglish,False,,2024-01-24
junk food again 😐,junk food again,food_order,groceries,care,0.33,0.93,manual,hinglish,False,,2024-05-12
mobile recharge done,mobile recharge done,bill_payment,electricity,neutral,0.12,0.83,manual,english,False,,2024-04-11
concert ticket,concert ticket,entertainment,entertainment,stress,-0.6,0.85,sms,english,False,,2024-07-15
metro recharge,metro recharge,commute,cab,happy,0.66,0.92,manual,english,False,,2025-04-11
learning platform subscription,learning platform subscription,education,education,happy,0.68,0.83,manual,english,False,,2025-04-10
bought clothes online,bought clothes online,shopping,shopping,happy,0.58,0.86,manual,english,False,,2025-03-12
ordered food again 😩,ordered food again,food_order,dining,care,0.27,0.84,manual,hinglish,False,,2024-09-26
paid house rent,paid house rent,bill_payment,rent,stress,-0.65,0.91,sms,hinglish,False,,2024-11-17
mobile recharge done,mobile recharge done,bill_payment,electricity,casual,0.24,0.94,sms,english,False,,2024-08-04
medicines bought,medicines bought,health,medical,casual,0.19,0.83,sms,english,False,,2025-03-23
weekend outing,weekend outing,entertainment,entertainment,regret,-0.61,0.96,manual,english,False,,2024-08-05
impulse shopping again 😐,impulse shopping again,shopping,shopping,care,0.27,0.88,manual,hinglish,False,,2025-01-27
vet consultation,vet consultation,pet_care,pet_supplies,regret,-0.54,0.85,manual,hinglish,False,,2024-10-08
doctor visit,doctor visit,health,medical,casual,0.22,0.86,sms,english,False,,2025-02-05
paid house rent,paid house rent,bill_payment,rent,neutral,0.02,0.84,manual,english,False,,2024-09-25
cat food purchase,cat food purchase,pet_care,medical,care,0.4,0.96,sms,hinglish,False,,2025-03-01
pet food and vet visit,pet food and vet visit,pet_care,pet_supplies,regret,-0.65,0.99,manual,english,False,,2024-03-02
bike repair + fuel,bike repair + fuel,vehicle_maintenance,vehicle_repair,impulsive,-0.29,0.88,manual,english,False,,2025-05-07
concert ticket,concert ticket,entertainment,entertainment,stress,-0.56,0.9,sms,hinglish,False,,2024-09-20
weekend outing,weekend outing,entertainment,entertainment,care,0.39,0.89,sms,hinglish,False,,2024-05-29
car service today,car service today,vehicle_maintenance,fuel,anxiety,-0.82,0.9,sms,hinglish,False,,2024-04-27
paid house rent,paid house rent,bill_payment,mobile_bill,casual,0.17,0.98,sms,hinglish,False,,2024-12-26
engine oil change,engine oil change,vehicle_maintenance,vehicle_repair,neutral,-0.01,0.98,manual,hinglish,False,,2025-01-27
cat food purchase,cat food purchase,pet_care,medical,care,0.37,0.84,manual,english,False,,2025-01-07
online course fee,online course fee,education,education,regret,-0.57,0.87,manual,english,False,,2024-01-31
unplanned purchase,unplanned purchase,shopping,shopping,stress,-0.52,0.84,manual,english,False,,2024-12-24
fuel refill before work,fuel refill before work,commute,cab,anxiety,-0.69,0.99,manual,hinglish,False,,2025-04-30
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,vehicle_repair,care,0.28,0.98,sms,english,False,,2024-05-27
ate outside today,ate outside today,food_order,groceries,happy,0.56,0.94,manual,hinglish,False,,2025-02-15
metro recharge,metro recharge,commute,fuel,casual,0.29,0.89,manual,english,False,,2024-10-06
online course fee,online course fee,education,education,anxiety,-0.81,0.92,manual,hinglish,False,,2024-08-10
cloud storage plan,cloud storage plan,subscription,subscription,impulsive,-0.33,0.92,sms,english,False,,2025-01-12
netflix renewal,netflix renewal,subscription,subscription,stress,-0.51,0.96,manual,english,False,,2025-05-09
cloud storage plan,cloud storage plan,subscription,subscription,regret,-0.61,0.86,manual,hinglish,False,,2024-03-24
learning platform subscription,learning platform subscription,education,education,impulsive,-0.39,0.9,manual,hinglish,False,,2024-01-22
car service today,car service today,vehicle_maintenance,vehicle_repair,stress,-0.61,0.91,sms,hinglish,False,,2024-01-12
ordered food again 😩,ordered food again,food_order,dining,neutral,0.1,0.95,sms,hinglish,False,,2024-09-29
car service today,car service today,vehicle_maintenance,vehicle_repair,impulsive,-0.39,0.97,manual,english,False,,2025-03-16
clinic consultation,clinic consultation,health,medical,neutral,0.15,0.95,sms,english,False,,2025-01-06
netflix renewal,netflix renewal,subscription,subscription,neutral,0.02,0.88,sms,english,False,,2024-04-16
weekend outing,weekend outing,entertainment,entertainment,casual,0.29,0.91,manual,english,False,,2025-03-17
movie night,movie night,entertainment,entertainment,casual,0.2,0.98,manual,hinglish,False,,2024-08-17
shopping mall visit,shopping mall visit,shopping,shopping,care,0.41,0.9,manual,hinglish,False,,2024-04-05
car service today,car service today,vehicle_maintenance,fuel,anxiety,-0.74,0.97,manual,hinglish,False,,2024-04-09
cloud storage plan,cloud storage plan,subscription,subscription,casual,0.33,0.85,manual,english,False,,2025-01-06
shopping mall visit,shopping mall visit,shopping,shopping,neutral,0.14,0.98,sms,english,False,,2024-02-26
movie night,movie night,entertainment,entertainment,regret,-0.69,0.96,manual,english,False,,2024-03-01
clinic consultation,clinic consultation,health,medical,regret,-0.65,0.93,manual,english,False,,2024-05-09
fuel refill before work,fuel refill before work,commute,cab,casual,0.32,0.88,manual,english,False,,2024-10-02
weekend outing,weekend outing,entertainment,entertainment,happy,0.73,0.82,manual,hinglish,False,,2024-10-29
bought clothes online,bought clothes online,shopping,shopping,casual,0.15,0.86,manual,hinglish,False,,2024-05-01
clinic consultation,clinic consultation,health,medical,neutral,-0.05,0.91,manual,english,False,,2024-07-09
car service today,car service today,vehicle_maintenance,fuel,care,0.26,0.82,sms,hinglish,False,,2024-09-01
metro recharge,metro recharge,commute,fuel,impulsive,-0.41,0.85,sms,english,False,,2024-10-30
fuel refill before work,fuel refill before work,commute,cab,happy,0.62,0.98,manual,hinglish,False,,2025-02-01
ola cab to office,ola cab to office,commute,cab,stress,-0.64,0.88,sms,hinglish,False,,2024-07-20
fuel refill before work,fuel refill before work,commute,fuel,care,0.3,0.96,manual,english,False,,2025-04-15
health checkup,health checkup,health,medical,happy,0.73,0.86,manual,english,False,,2024-07-30
cat food purchase,cat food purchase,pet_care,pet_supplies,regret,-0.68,0.93,sms,english,False,,2024-03-09
metro recharge,metro recharge,commute,cab,stress,-0.5,0.82,sms,english,False,,2024-12-27
gaming subscription,gaming subscription,entertainment,entertainment,impulsive,-0.41,0.96,manual,english,False,,2025-03-05
bike repair + fuel,bike repair + fuel,vehicle_maintenance,fuel,anxiety,-0.75,0.85,manual,english,False,,2024-01-19
gaming subscription,gaming subscription,entertainment,entertainment,happy,0.64,0.92,manual,hinglish,False,,2024-03-15
dog grooming,dog grooming,pet_care,pet_supplies,regret,-0.57,0.84,manual,hinglish,False,,2025-01-20
fuel refill before work,fuel refill before work,commute,fuel,neutral,0.08,0.82,manual,english,False,,2024-05-08
took rapido bike,took rapido bike,commute,fuel,care,0.37,0.93,manual,hinglish,False,,2024-07-07
mobile recharge done,mobile recharge done,bill_payment,mobile_bill,happy,0.7,0.93,sms,hinglish,False,,2024-05-04
dog grooming,dog grooming,pet_care,medical,happy,0.62,0.98,manual,hinglish,False,,2024-01-17
vehicle servicing expense,vehicle servicing expense,vehicle_maintenance,fuel,happy,0.69,0.86,sms,english,False,,2025-03-25
